weight,label,validation_mean,validation_sample_std,test_mean,test_sample_std,delay_mean,delay_sample_std,test_accuracy_delta_vs_reference,mean_delay_reduction_vs_reference
0.0,Reference,74.31333333333333,1.4031868490451804,73.57333333333334,0.3685557397915948,0.0702173998681176,0.0038500100748114934,0.0,0.0
0.01,lambda_0p01,74.28,0.5861740355901099,73.72333333333334,0.5132575701666089,0.052075361116122286,0.004113047008369985,0.15000000000000568,0.01814203875199532
0.1,lambda_0p1,73.39999999999999,1.5531902652283183,73.29333333333334,0.8893443277681177,0.04574743366985241,0.0018049444807509188,-0.28000000000000114,0.0244699661982652
